name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;225;0;550;3081;1816;3081;1862;0
header;194;176;194;206;1854;206;1854;176
A;1002;255;1002;289;1028;289;1028;255
B;1206;433;1206;446;1218;446;1218;433
A;1726;447;1726;447;1726;447;1726;447
B;296;659;296;672;308;672;308;659
B;1000;920;1000;951;1024;951;1024;920
B;1113;1184;1113;1202;1124;1202;1124;1184
A;860;1205;860;1205;860;1205;860;1205
A;1760;1295;1760;1309;1768;1309;1768;1295
C;997;1505;997;1536;1019;1536;1019;1505
A;1546;1514;1546;1522;1553;1522;1553;1514
A;840;1597;840;1610;850;1610;850;1597
D;1822;1600;1822;1618;1837;1618;1837;1600
B;882;1603;882;1617;895;1617;895;1603
A;861;1614;861;1620;867;1620;867;1614
A;1617;1863;1617;1891;1631;1891;1631;1863
A;1119;1920;1119;1927;1126;1927;1126;1920
B;712;1960;712;1979;726;1979;726;1960
A;1829;2003;1829;2009;1834;2009;1834;2003
D;1174;2098;1174;2117;1189;2117;1189;2098
D;1000;2178;1000;2209;1022;2209;1022;2178
A;1595;2263;1595;2291;1610;2291;1610;2263
B;1530;2363;1530;2380;1544;2380;1544;2363
A;1573;2399;1573;2425;1587;2425;1587;2399
A;1705;2462;1705;2477;1713;2477;1713;2462
A;1172;2680;1172;2687;1179;2687;1179;2680
B;619;2838;619;2857;629;2857;629;2838
