name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;80;0;210;3079;936;3079;936;0
header;79;161;79;195;1731;195;1731;161
A;898;227;898;258;923;258;923;227
A;125;553;125;571;139;571;139;553
A;293;610;293;622;300;622;300;610
B;523;688;523;705;538;705;538;688
B;261;776;261;793;275;793;275;776
A;237;788;237;800;244;800;244;788
B;897;802;897;832;920;832;920;802
B;668;957;668;973;682;973;682;957
B;287;1167;287;1195;300;1195;300;1167
A;871;1193;871;1205;878;1205;878;1193
A;139;1226;139;1238;150;1238;150;1226
B;402;1271;402;1283;413;1283;413;1271
C;897;1432;897;1463;919;1463;919;1432
B;437;1539;437;1551;448;1551;448;1539
A;260;1636;260;1650;268;1650;268;1636
D;675;1981;675;1998;688;1998;688;1981
A;211;2071;211;2082;221;2082;221;2071
A;328;2072;328;2083;338;2083;338;2072
D;897;2092;897;2123;921;2123;921;2092
B;652;2648;652;2665;677;2665;677;2648
B;337;2812;337;2829;360;2829;360;2812
B;713;2813;713;2830;735;2830;735;2813
